Case ID;Activity;Start;Complete;Resource;Cost
300;Generate blasting report;2022-09-10 15:00:27;2022-09-10 15:08:36;Paco;2431
301;Coordinate verification of polygon pits status;2022-09-10 15:15:41;2022-09-10 15:21:54;Clara;2316
301;Load pits with explosives;2022-09-10 15:43:18;2022-09-10 17:17:55;Hugo;46993
301;Design evacuation card;2022-09-10 17:22:23;2022-09-10 17:48:55;Rosa;11719
301;Evacuate blasting zone;2022-09-10 17:54:06;2022-09-10 18:22:04;Clara;13214
301;Execute blasting;2022-09-10 18:24:12;2022-09-10 18:44:36;Hugo;26452
301;Review blasting results;2022-09-10 18:55:51;2022-09-10 19:20:04;Clara;9021
301;Prepare report of anomalies;2022-09-10 19:25:32;2022-09-10 19:40:14;Hugo;4361
301;Analyze measures to take;2022-09-10 19:45:28;2022-09-10 20:16:16;Rosa;12063
301;Generate blasting report;2022-09-10 20:23:49;2022-09-10 20:37:21;Hugo;4015
302;Coordinate verification of polygon pits status;2022-09-11 08:05:25;2022-09-11 08:20:20;Pedro;5494
302;Make observations in drilling diagram;2022-09-11 08:26:14;2022-09-11 08:31:43;Paco;1910
302;Coordinate terrain revision;2022-09-11 08:38:46;2022-09-11 08:44:25;Pedro;2364
302;Revise terrain;2022-09-11 10:21:01;2022-09-11 11:24:14;GM&PS;62163
302;Load pits with explosives;2022-09-11 11:32:10;2022-09-11 13:29:53;Paco;58662
302;Design evacuation card;2022-09-11 13:34:19;2022-09-11 13:59:17;Rosa;11027
302;Evacuate blasting zone;2022-09-11 14:03:44;2022-09-11 14:34:55;Pedro;14604
302;Execute blasting;2022-09-11 14:37:02;2022-09-11 14:55:47;Paco;24344
302;Review blasting results;2022-09-11 15:06:44;2022-09-11 15:30:02;Pedro;8582
302;Prepare report of anomalies;2022-09-11 15:35:22;2022-09-11 15:50:35;Paco;4540
302;Analyze measures to take;2022-09-11 15:56:06;2022-09-11 16:29:40;Rosa;13147
302;Generate blasting report;2022-09-11 16:37:19;2022-09-11 16:47:06;Paco;2919
303;Coordinate verification of polygon pits status;2022-09-12 08:08:33;2022-09-12 08:13:07;Clara;1701
303;Load pits with explosives;2022-09-12 08:34:36;2022-09-12 10:02:39;Luis;43658
303;Design evacuation card;2022-09-12 10:05:50;2022-09-12 10:29:15;Rosa;10342
303;Evacuate blasting zone;2022-09-12 10:33:25;2022-09-12 11:01:13;Clara;13136
303;Execute blasting;2022-09-12 11:03:16;2022-09-12 11:20:18;Luis;22072
303;Review blasting results;2022-09-12 11:31:30;2022-09-12 11:56:14;Clara;9213
303;Prepare report of anomalies;2022-09-12 12:01:43;2022-09-12 12:15:57;Luis;4211
303;Analyze measures to take;2022-09-12 12:20:09;2022-09-12 12:54:00;Rosa;13258
303;Generate blasting report;2022-09-12 13:01:40;2022-09-12 13:16:43;Luis;4452
304;Coordinate verification of polygon pits status;2022-09-12 13:24:08;2022-09-12 13:31:22;Clara;2694
304;Load pits with explosives;2022-09-12 13:52:51;2022-09-12 15:43:47;Paco;55282
304;Design evacuation card;2022-09-12 15:47:34;2022-09-12 16:12:28;Rosa;10998
304;Evacuate blasting zone;2022-09-12 16:18:14;2022-09-12 16:41:59;Clara;11222
304;Execute blasting;2022-09-12 16:44:07;2022-09-12 16:53:48;Paco;12572
304;Review blasting results;2022-09-12 17:04:54;2022-09-12 17:29:36;Clara;9201
304;Generate blasting report;2022-09-12 17:37:55;2022-09-12 17:47:46;Paco;2939
305;Coordinate verification of polygon pits status;2022-09-13 08:05:59;2022-09-13 08:18:58;Pedro;4782
305;Make observations in drilling diagram;2022-09-13 08:24:30;2022-09-13 08:28:54;Hugo;1525
305;Coordinate terrain revision;2022-09-13 08:35:55;2022-09-13 08:42:31;Pedro;2761
305;Revise terrain;2022-09-13 10:18:22;2022-09-13 11:24:45;GM&PS;65277
305;Load pits with explosives;2022-09-13 11:32:45;2022-09-13 13:19:05;Hugo;52812
305;Design evacuation card;2022-09-13 13:23:16;2022-09-13 13:49:02;Rosa;11380
305;Evacuate blasting zone;2022-09-13 13:54:02;2022-09-13 14:20:56;Pedro;12598
305;Execute blasting;2022-09-13 14:22:57;2022-09-13 14:47:50;Hugo;32265
305;Review blasting results;2022-09-13 14:58:51;2022-09-13 15:22:06;Pedro;8564
305;Prepare report of anomalies;2022-09-13 15:27:27;2022-09-13 15:43:00;Hugo;4613
305;Analyze measures to take;2022-09-13 15:48:53;2022-09-13 16:16:51;Rosa;10954
305;Execute blasting revision;2022-09-13 16:34:02;2022-09-13 17:15:45;Hugo;60350
305;Review blasting results;2022-09-13 17:26:43;2022-09-13 17:50:00;Pedro;8576
305;Prepare report of anomalies;2022-09-13 17:55:23;2022-09-13 18:11:04;Hugo;4653
305;Analyze measures to take;2022-09-13 18:15:09;2022-09-13 18:49:09;Rosa;13317
305;Generate blasting report;2022-09-13 18:56:48;2022-09-13 19:13:25;Hugo;4930
306;Coordinate verification of polygon pits status;2022-09-14 08:05:26;2022-09-14 08:13:23;Clara;2961
306;Make observations in drilling diagram;2022-09-14 08:19:09;2022-09-14 08:21:16;Hugo;734
306;Load pits with explosives;2022-09-14 08:29:42;2022-09-14 10:14:06;Hugo;51852
306;Design evacuation card;2022-09-14 10:17:29;2022-09-14 10:42:03;Rosa;10850
306;Evacuate blasting zone;2022-09-14 10:45:26;2022-09-14 11:13:07;Clara;13080
306;Execute blasting;2022-09-14 11:15:14;2022-09-14 11:36:43;Hugo;27857
306;Review blasting results;2022-09-14 11:47:56;2022-09-14 12:11:59;Clara;8959
306;Prepare report of anomalies;2022-09-14 12:17:25;2022-09-14 12:30:39;Hugo;3926
306;Analyze measures to take;2022-09-14 12:36:21;2022-09-14 13:08:05;Rosa;12429
306;Generate blasting report;2022-09-14 13:15:40;2022-09-14 13:29:20;Hugo;4054
307;Coordinate verification of polygon pits status;2022-09-14 13:34:43;2022-09-14 13:41:48;Clara;2639
307;Coordinate terrain revision;2022-09-14 13:57:44;2022-09-14 14:06:26;Clara;3676
307;Revise terrain;2022-09-14 15:41:39;2022-09-14 16:42:43;GM&PS;60049
307;Load pits with explosives;2022-09-14 16:50:43;2022-09-14 18:23:53;Hugo;46273
307;Design evacuation card;2022-09-14 18:27:00;2022-09-14 18:51:19;Rosa;10740
307;Evacuate blasting zone;2022-09-14 18:56:27;2022-09-14 19:23:42;Clara;12876
307;Execute blasting;2022-09-14 19:25:57;2022-09-14 19:50:26;Hugo;31747
307;Review blasting results;2022-09-14 20:01:33;2022-09-14 20:25:41;Clara;8990
307;Generate blasting report;2022-09-14 20:33:58;2022-09-14 20:50:22;Hugo;4865
308;Coordinate verification of polygon pits status;2022-09-15 08:06:32;2022-09-15 08:19:25;Pedro;4745
308;Make observations in drilling diagram;2022-09-15 08:25:08;2022-09-15 08:27:20;Hugo;763
308;Revise drilling of polygon pits;2022-09-15 08:28:23;2022-09-15 09:02:59;Diego;27594
308;Load pits with explosives;2022-09-15 09:14:38;2022-09-15 11:06:49;Hugo;55718
308;Design evacuation card;2022-09-15 11:11:08;2022-09-15 11:36:35;Rosa;11240
308;Evacuate blasting zone;2022-09-15 11:40:43;2022-09-15 12:20:34;Pedro;18663
308;Execute blasting;2022-09-15 12:22:35;2022-09-15 12:38:31;Hugo;20660
308;Review blasting results;2022-09-15 12:49:38;2022-09-15 13:12:39;Pedro;8478
308;Prepare report of anomalies;2022-09-15 13:17:55;2022-09-15 13:30:47;Hugo;3817
308;Analyze measures to take;2022-09-15 13:35:48;2022-09-15 14:05:28;Rosa;11619
308;Generate blasting report;2022-09-15 14:13:05;2022-09-15 14:26:04;Hugo;3852
309;Coordinate verification of polygon pits status;2022-09-15 14:35:13;2022-09-15 14:49:42;Pedro;5335
309;Load pits with explosives;2022-09-15 15:10:51;2022-09-15 16:51:17;Paco;50049
309;Design evacuation card;2022-09-15 16:55:20;2022-09-15 17:20:29;Rosa;11108
309;Evacuate blasting zone;2022-09-15 17:24:24;2022-09-15 17:50:27;Pedro;12200
309;Execute blasting;2022-09-15 17:52:30;2022-09-15 18:04:28;Paco;15537
309;Review blasting results;2022-09-15 18:15:36;2022-09-15 18:39:05;Pedro;8650
309;Prepare report of anomalies;2022-09-15 18:44:24;2022-09-15 18:57:34;Paco;3928
309;Analyze measures to take;2022-09-15 19:02:13;2022-09-15 19:32:01;Rosa;11672
309;Generate blasting report;2022-09-15 19:39:34;2022-09-15 19:48:57;Paco;2799
310;Coordinate verification of polygon pits status;2022-09-16 08:09:52;2022-09-16 08:15:40;Clara;2160
310;Coordinate terrain revision;2022-09-16 08:31:25;2022-09-16 08:40:50;Clara;3979
310;Revise terrain;2022-09-16 10:18:04;2022-09-16 11:22:35;GM&PS;63441
310;Load pits with explosives;2022-09-16 11:31:22;2022-09-16 13:08:27;Paco;48380
310;Design evacuation card;2022-09-16 13:12:30;2022-09-16 13:36:12;Rosa;10468
310;Evacuate blasting zone;2022-09-16 13:42:42;2022-09-16 14:10:11;Clara;12986
310;Execute blasting;2022-09-16 14:12:12;2022-09-16 14:32:41;Paco;26594
310;Review blasting results;2022-09-16 14:43:43;2022-09-16 15:08:36;Clara;9269
310;Prepare report of anomalies;2022-09-16 15:13:54;2022-09-16 15:31:14;Paco;5171
310;Analyze measures to take;2022-09-16 15:35:59;2022-09-16 16:07:39;Rosa;12403
310;Execute blasting revision;2022-09-16 16:25:04;2022-09-16 17:07:43;Paco;61771
310;Review blasting results;2022-09-16 17:18:47;2022-09-16 17:43:15;Clara;9114
310;Generate blasting report;2022-09-16 17:51:32;2022-09-16 17:59:06;Paco;2257
311;Coordinate verification of polygon pits status;2022-09-17 08:07:58;2022-09-17 08:21:19;Pedro;4917
311;Load pits with explosives;2022-09-17 08:42:21;2022-09-17 10:19:10;Paco;48247
311;Design evacuation card;2022-09-17 10:22:35;2022-09-17 10:47:44;Rosa;11108
311;Evacuate blasting zone;2022-09-17 10:53:59;2022-09-17 11:26:29;Pedro;15221
311;Execute blasting;2022-09-17 11:28:36;2022-09-17 11:41:31;Paco;16770
311;Review blasting results;2022-09-17 11:52:40;2022-09-17 12:16:01;Pedro;8601
311;Generate blasting report;2022-09-17 12:24:25;2022-09-17 12:32:08;Paco;2302
312;Coordinate verification of polygon pits status;2022-09-17 12:39:21;2022-09-17 12:47:49;Pedro;3119
312;Load pits with explosives;2022-09-17 13:08:57;2022-09-17 14:34:31;Paco;42641
312;Design evacuation card;2022-09-17 14:38:53;2022-09-17 15:02:33;Rosa;10453
312;Evacuate blasting zone;2022-09-17 15:05:48;2022-09-17 15:43:16;Pedro;17547
312;Execute blasting;2022-09-17 15:45:30;2022-09-17 16:05:53;Paco;26464
312;Review blasting results;2022-09-17 16:16:50;2022-09-17 16:39:51;Pedro;8478
312;Prepare report of anomalies;2022-09-17 16:45:13;2022-09-17 17:06:42;Paco;6409
312;Analyze measures to take;2022-09-17 17:10:49;2022-09-17 17:42:35;Rosa;12442
312;Generate blasting report;2022-09-17 17:50:08;2022-09-17 17:59:18;Paco;2735
313;Coordinate verification of polygon pits status;2022-09-18 08:08:19;2022-09-18 08:20:05;Edgar;4314
313;Load pits with explosives;2022-09-18 08:46:06;2022-09-18 10:38:27;Eduardo;55894
313;Design evacuation card;2022-09-18 10:40:07;2022-09-18 11:04:13;Rogelio;10564
313;Evacuate blasting zone;2022-09-18 11:07:14;2022-09-18 11:42:21;Edgar;16388
313;Execute blasting;2022-09-18 11:44:25;2022-09-18 12:08:32;Eduardo;31291
313;Review blasting results;2022-09-18 12:17:07;2022-09-18 12:39:16;Edgar;8122
313;Generate blasting report;2022-09-18 12:45:15;2022-09-18 12:59:21;Eduardo;4195
314;Coordinate verification of polygon pits status;2022-09-18 13:09:02;2022-09-18 13:18:26;Edgar;3447
314;Load pits with explosives;2022-09-18 13:44:43;2022-09-18 15:48:11;Eduardo;61425
314;Design evacuation card;2022-09-18 15:48:59;2022-09-18 16:12:35;Rogelio;10345
314;Evacuate blasting zone;2022-09-18 16:16:46;2022-09-18 16:45:56;Edgar;13611
314;Execute blasting;2022-09-18 16:48:09;2022-09-18 17:05:14;Eduardo;22166
314;Review blasting results;2022-09-18 17:13:43;2022-09-18 17:35:51;Edgar;8116
314;Prepare report of anomalies;2022-09-18 17:38:50;2022-09-18 17:51:56;Eduardo;3897
314;Analyze measures to take;2022-09-18 17:54:08;2022-09-18 18:26:31;Rogelio;12576
314;Generate blasting report;2022-09-18 18:31:39;2022-09-18 18:45:07;Eduardo;4006
315;Coordinate verification of polygon pits status;2022-09-19 08:06:12;2022-09-19 08:15:48;Rodrigo;3512
315;Load pits with explosives;2022-09-19 08:41:50;2022-09-19 10:44:52;Eduardo;61209
315;Design evacuation card;2022-09-19 10:46:19;2022-09-19 11:10:20;Rogelio;10527
315;Evacuate blasting zone;2022-09-19 11:14:22;2022-09-19 11:40:14;Rodrigo;12050
315;Execute blasting;2022-09-19 11:42:20;2022-09-19 11:59:51;Eduardo;22728
315;Review blasting results;2022-09-19 12:08:16;2022-09-19 12:33:31;Rodrigo;9237
315;Prepare report of anomalies;2022-09-19 12:36:28;2022-09-19 12:49:56;Eduardo;4006
315;Analyze measures to take;2022-09-19 12:51:50;2022-09-19 13:23:51;Rogelio;12433
315;Execute blasting revision;2022-09-19 13:45:57;2022-09-19 14:47:28;Eduardo;89045
315;Review blasting results;2022-09-19 14:56:12;2022-09-19 15:21:25;Rodrigo;9225
315;Prepare report of anomalies;2022-09-19 15:24:14;2022-09-19 15:36:59;Eduardo;3793
315;Analyze measures to take;2022-09-19 15:40:06;2022-09-19 16:09:34;Rogelio;11443
315;Generate blasting report;2022-09-19 16:14:48;2022-09-19 16:28:34;Eduardo;4096
316;Coordinate verification of polygon pits status;2022-09-20 08:09:52;2022-09-20 08:17:51;Maria;2994
316;Make observations in drilling diagram;2022-09-20 08:20:28;2022-09-20 08:26:33;Romina;2116
316;Load pits with explosives;2022-09-20 08:39:54;2022-09-20 10:31:10;Romina;55402
316;Design evacuation card;2022-09-20 10:31:41;2022-09-20 10:54:46;Rogelio;10118
316;Evacuate blasting zone;2022-09-20 10:56:55;2022-09-20 11:25:16;Maria;13466
316;Execute blasting;2022-09-20 11:27:31;2022-09-20 11:45:56;Romina;23903
316;Review blasting results;2022-09-20 11:54:23;2022-09-20 12:17:41;Maria;8738
316;Generate blasting report;2022-09-20 12:23:33;2022-09-20 12:29:52;Romina;1882
317;Coordinate verification of polygon pits status;2022-09-20 12:36:54;2022-09-20 12:44:45;Maria;2944
317;Load pits with explosives;2022-09-20 13:11:11;2022-09-20 15:23:07;Eduardo;65637
317;Design evacuation card;2022-09-20 15:23:52;2022-09-20 15:46:54;Rogelio;10096
317;Evacuate blasting zone;2022-09-20 15:48:06;2022-09-20 16:17:20;Maria;13886
317;Execute blasting;2022-09-20 16:19:26;2022-09-20 16:36:25;Eduardo;22036
317;Review blasting results;2022-09-20 16:44:57;2022-09-20 17:08:07;Maria;8688
317;Generate blasting report;2022-09-20 17:13:59;2022-09-20 17:28:41;Eduardo;4373
318;Coordinate verification of polygon pits status;2022-09-21 08:07:25;2022-09-21 08:15:41;Edgar;3031
318;Coordinate terrain revision;2022-09-21 08:28:58;2022-09-21 08:34:34;Edgar;2333
318;Revise terrain;2022-09-21 09:40:49;2022-09-21 10:47:07;GM&PS;65195
318;Coordinate terrain revision;2022-09-21 11:14:59;2022-09-21 11:20:07;Edgar;2139
318;Revise terrain;2022-09-21 12:25:32;2022-09-21 13:33:09;GM&PS;66490
318;Load pits with explosives;2022-09-21 13:45:42;2022-09-21 15:58:59;Roberto;66420
318;Design evacuation card;2022-09-21 16:00:32;2022-09-21 16:24:19;Rogelio;10425
318;Evacuate blasting zone;2022-09-21 16:24:53;2022-09-21 17:03:07;Edgar;17842
318;Execute blasting;2022-09-21 17:05:20;2022-09-21 17:25:41;Roberto;26421
318;Review blasting results;2022-09-21 17:34:16;2022-09-21 17:56:06;Edgar;8006
318;Prepare report of anomalies;2022-09-21 17:59:01;2022-09-21 18:11:04;Roberto;3595
318;Analyze measures to take;2022-09-21 18:12:56;2022-09-21 18:43:57;Rogelio;12045
318;Generate blasting report;2022-09-21 18:48:59;2022-09-21 19:02:09;Roberto;3928
319;Coordinate verification of polygon pits status;2022-09-22 08:08:47;2022-09-22 08:16:37;Rodrigo;2866
319;Make observations in drilling diagram;2022-09-22 08:20:31;2022-09-22 08:26:45;Romina;2169
319;Revise drilling of polygon pits;2022-09-22 08:28:28;2022-09-22 09:04:51;Edison;29046
319;Coordinate terrain revision;2022-09-22 09:12:47;2022-09-22 09:22:55;Rodrigo;4214
319;Revise terrain;2022-09-22 10:29:07;2022-09-22 11:35:18;GM&PS;65080
319;Coordinate terrain revision;2022-09-22 12:03:16;2022-09-22 12:12:30;Rodrigo;3840
319;Revise terrain;2022-09-22 13:19:52;2022-09-22 14:25:49;GM&PS;64851
319;Load pits with explosives;2022-09-22 14:38:32;2022-09-22 16:33:02;Romina;57011
319;Design evacuation card;2022-09-22 16:33:54;2022-09-22 16:58:05;Rogelio;10600
319;Evacuate blasting zone;2022-09-22 16:59:56;2022-09-22 17:28:29;Rodrigo;13300
319;Execute blasting;2022-09-22 17:30:38;2022-09-22 17:51:59;Romina;27711
319;Review blasting results;2022-09-22 18:00:29;2022-09-22 18:25:48;Rodrigo;9262
319;Prepare report of anomalies;2022-09-22 18:28:45;2022-09-22 18:41:54;Romina;3918
319;Analyze measures to take;2022-09-22 18:45:10;2022-09-22 19:12:45;Rogelio;10712
319;Execute blasting revision;2022-09-22 19:34:46;2022-09-22 20:44:00;Romina;100244
319;Review blasting results;2022-09-22 20:52:44;2022-09-22 21:18:02;Rodrigo;9256
319;Prepare report of anomalies;2022-09-22 21:20:49;2022-09-22 21:35:05;Romina;4250
319;Analyze measures to take;2022-09-22 21:36:53;2022-09-22 22:08:14;Rogelio;12174
319;Generate blasting report;2022-09-22 22:13:18;2022-09-22 22:18:51;Romina;1653
320;Coordinate verification of polygon pits status;2022-09-23 08:09:32;2022-09-23 08:19:36;Edgar;3691
320;Coordinate terrain revision;2022-09-23 08:32:53;2022-09-23 08:39:01;Edgar;2556
320;Revise terrain;2022-09-23 09:45:32;2022-09-23 10:53:09;GM&PS;66490
320;Load pits with explosives;2022-09-23 11:06:07;2022-09-23 13:21:30;Roberto;67466
320;Design evacuation card;2022-09-23 13:22:50;2022-09-23 13:45:55;Rogelio;10118
320;Evacuate blasting zone;2022-09-23 13:46:48;2022-09-23 14:26:15;Edgar;18410
320;Execute blasting;2022-09-23 14:28:29;2022-09-23 14:50:26;Roberto;28498
320;Review blasting results;2022-09-23 14:58:55;2022-09-23 15:20:52;Edgar;8048
320;Prepare report of anomalies;2022-09-23 15:23:46;2022-09-23 15:36:11;Roberto;3704
320;Analyze measures to take;2022-09-23 15:38:57;2022-09-23 16:10:13;Rogelio;12142
320;Generate blasting report;2022-09-23 16:15:20;2022-09-23 16:28:29;Roberto;3923
321;Coordinate verification of polygon pits status;2022-09-24 08:06:29;2022-09-24 08:15:59;Rodrigo;3475
321;Load pits with explosives;2022-09-24 08:42:11;2022-09-24 10:38:06;Marta;57958
321;Design evacuation card;2022-09-24 10:39:36;2022-09-24 11:03:35;Rogelio;10513
321;Evacuate blasting zone;2022-09-24 11:05:16;2022-09-24 11:32:53;Rodrigo;12865
321;Execute blasting;2022-09-24 11:34:56;2022-09-24 11:54:00;Marta;24787
321;Review blasting results;2022-09-24 12:02:36;2022-09-24 12:27:52;Rodrigo;9243
321;Prepare report of anomalies;2022-09-24 12:30:45;2022-09-24 12:44:03;Marta;3990
321;Analyze measures to take;2022-09-24 12:46:24;2022-09-24 13:15:49;Rogelio;11423
321;Generate blasting report;2022-09-24 13:20:53;2022-09-24 13:28:30;Marta;2285
322;Coordinate verification of polygon pits status;2022-09-24 13:36:56;2022-09-24 13:44:42;Rodrigo;2841
322;Make observations in drilling diagram;2022-09-24 13:48:14;2022-09-24 13:50:21;Eduardo;736
322;Coordinate terrain revision;2022-09-24 13:55:01;2022-09-24 14:05:48;Rodrigo;4484
322;Revise terrain;2022-09-24 15:12:34;2022-09-24 16:18:35;GM&PS;64916
322;Load pits with explosives;2022-09-24 16:30:40;2022-09-24 18:44:37;Eduardo;66640
322;Design evacuation card;2022-09-24 18:45:08;2022-09-24 19:08:30;Rogelio;10242
322;Evacuate blasting zone;2022-09-24 19:12:03;2022-09-24 19:39:06;Rodrigo;12601
322;Execute blasting;2022-09-24 19:41:09;2022-09-24 20:06:14;Eduardo;32546
322;Review blasting results;2022-09-24 20:14:34;2022-09-24 20:39:52;Rodrigo;9256
322;Generate blasting report;2022-09-24 20:45:49;2022-09-24 20:59:50;Eduardo;4170
323;Coordinate verification of polygon pits status;2022-09-25 08:05:22;2022-09-25 08:15:28;Edgar;3703
323;Load pits with explosives;2022-09-25 08:41:53;2022-09-25 10:50:49;Eduardo;64144
323;Design evacuation card;2022-09-25 10:52:09;2022-09-25 11:15:36;Rogelio;10279
323;Evacuate blasting zone;2022-09-25 11:17:49;2022-09-25 11:55:02;Edgar;17368
323;Execute blasting;2022-09-25 11:57:14;2022-09-25 12:20:01;Eduardo;29561
323;Review blasting results;2022-09-25 12:28:41;2022-09-25 12:50:38;Edgar;8048
323;Generate blasting report;2022-09-25 12:56:32;2022-09-25 13:11:21;Eduardo;4408
324;Coordinate verification of polygon pits status;2022-09-25 13:20:26;2022-09-25 13:28:22;Edgar;2909
324;Load pits with explosives;2022-09-25 13:54:48;2022-09-25 16:02:17;Roberto;63529
324;Design evacuation card;2022-09-25 16:03:01;2022-09-25 16:26:46;Rogelio;10410
324;Evacuate blasting zone;2022-09-25 16:30:02;2022-09-25 17:01:22;Edgar;14622
324;Execute blasting;2022-09-25 17:03:28;2022-09-25 17:24:52;Roberto;27784
324;Review blasting results;2022-09-25 17:33:23;2022-09-25 17:55:23;Edgar;8067
324;Prepare report of anomalies;2022-09-25 17:58:17;2022-09-25 18:10:32;Roberto;3655
324;Analyze measures to take;2022-09-25 18:12:46;2022-09-25 18:43:13;Rogelio;11825
324;Generate blasting report;2022-09-25 18:48:18;2022-09-25 19:01:02;Roberto;3799
325;Coordinate verification of polygon pits status;2022-09-26 08:09:08;2022-09-26 08:16:12;Maria;2650
325;Load pits with explosives;2022-09-26 08:42:36;2022-09-26 10:35:56;Romina;56431
325;Design evacuation card;2022-09-26 10:37:30;2022-09-26 11:01:32;Rogelio;10535
325;Evacuate blasting zone;2022-09-26 11:02:39;2022-09-26 11:30:33;Maria;13252
325;Execute blasting;2022-09-26 11:32:44;2022-09-26 11:52:12;Romina;25266
325;Review blasting results;2022-09-26 12:00:45;2022-09-26 12:23:59;Maria;8712
325;Prepare report of anomalies;2022-09-26 12:26:58;2022-09-26 12:43:32;Romina;4935
325;Analyze measures to take;2022-09-26 12:46:33;2022-09-26 13:13:07;Rogelio;10317
325;Execute blasting revision;2022-09-26 13:35:07;2022-09-26 14:43:20;Romina;98772
325;Review blasting results;2022-09-26 14:52:03;2022-09-26 15:15:18;Maria;8719
325;Generate blasting report;2022-09-26 15:21:06;2022-09-26 15:27:23;Romina;1872
326;Coordinate verification of polygon pits status;2022-09-26 15:37:07;2022-09-26 15:46:40;Maria;3581
326;Load pits with explosives;2022-09-26 16:13:02;2022-09-26 18:13:37;Eduardo;59990
326;Design evacuation card;2022-09-26 18:15:27;2022-09-26 18:39:37;Rogelio;10593
326;Evacuate blasting zone;2022-09-26 18:40:58;2022-09-26 19:07:45;Maria;12722
326;Execute blasting;2022-09-26 19:09:51;2022-09-26 19:29:00;Eduardo;24847
326;Review blasting results;2022-09-26 19:37:30;2022-09-26 20:00:41;Maria;8694
326;Generate blasting report;2022-09-26 20:06:35;2022-09-26 20:19:34;Eduardo;3863
327;Coordinate verification of polygon pits status;2022-09-27 08:09:18;2022-09-27 08:17:26;Rodrigo;2975
327;Make observations in drilling diagram;2022-09-27 08:21:24;2022-09-27 08:23:44;Eduardo;811
327;Load pits with explosives;2022-09-27 08:37:00;2022-09-27 10:37:15;Eduardo;59824
327;Design evacuation card;2022-09-27 10:37:50;2022-09-27 11:00:51;Rogelio;10089
327;Evacuate blasting zone;2022-09-27 11:02:20;2022-09-27 11:29:01;Rodrigo;12430
327;Execute blasting;2022-09-27 11:31:09;2022-09-27 11:53:02;Eduardo;28394
327;Review blasting results;2022-09-27 12:01:39;2022-09-27 12:26:56;Rodrigo;9249
327;Generate blasting report;2022-09-27 12:32:54;2022-09-27 12:47:01;Eduardo;4200
328;Coordinate verification of polygon pits status;2022-09-27 12:55:56;2022-09-27 13:05:54;Rodrigo;3646
328;Load pits with explosives;2022-09-27 13:32:21;2022-09-27 15:43:48;Eduardo;65396
328;Design evacuation card;2022-09-27 15:44:27;2022-09-27 16:07:47;Rogelio;10228
328;Evacuate blasting zone;2022-09-27 16:11:13;2022-09-27 16:38:58;Rodrigo;12927
328;Execute blasting;2022-09-27 16:40:59;2022-09-27 17:05:26;Eduardo;31724
328;Review blasting results;2022-09-27 17:13:51;2022-09-27 17:39:10;Rodrigo;9262
328;Prepare report of anomalies;2022-09-27 17:42:07;2022-09-27 17:54:14;Eduardo;3605
328;Analyze measures to take;2022-09-27 17:57:32;2022-09-27 18:25:16;Rogelio;10770
328;Generate blasting report;2022-09-27 18:30:23;2022-09-27 18:44:47;Eduardo;4284
329;Coordinate verification of polygon pits status;2022-09-28 08:09:18;2022-09-28 08:21:18;Pedro;4420
329;Coordinate terrain revision;2022-09-28 08:37:09;2022-09-28 08:43:43;Pedro;2747
329;Revise terrain;2022-09-28 10:20:04;2022-09-28 11:25:49;GM&PS;64654
329;Load pits with explosives;2022-09-28 11:34:41;2022-09-28 13:33:07;Luis;58723
329;Design evacuation card;2022-09-28 13:37:31;2022-09-28 14:04:01;Rosa;11704
329;Evacuate blasting zone;2022-09-28 14:07:06;2022-09-28 14:36:35;Pedro;13808
329;Execute blasting;2022-09-28 14:38:36;2022-09-28 14:58:14;Luis;25442
329;Review blasting results;2022-09-28 15:09:21;2022-09-28 15:32:40;Pedro;8588
329;Generate blasting report;2022-09-28 15:41:05;2022-09-28 15:57:00;Luis;4709
330;Coordinate verification of polygon pits status;2022-09-28 16:03:26;2022-09-28 16:13:31;Pedro;3714
330;Make observations in drilling diagram;2022-09-28 16:19:14;2022-09-28 16:22:29;Luis;1124
330;Load pits with explosives;2022-09-28 16:31:06;2022-09-28 18:21:04;Luis;54525
330;Design evacuation card;2022-09-28 18:24:58;2022-09-28 18:51:01;Rosa;11505
330;Evacuate blasting zone;2022-09-28 18:55:28;2022-09-28 19:27:05;Pedro;14807
330;Execute blasting;2022-09-28 19:29:09;2022-09-28 19:45:16;Luis;20885
330;Review blasting results;2022-09-28 19:56:07;2022-09-28 20:19:22;Pedro;8564
330;Generate blasting report;2022-09-28 20:27:40;2022-09-28 20:42:34;Luis;4408
331;Coordinate verification of polygon pits status;2022-09-29 08:05:15;2022-09-29 08:09:38;Clara;1633
331;Load pits with explosives;2022-09-29 08:30:45;2022-09-29 09:56:39;Paco;42807
331;Design evacuation card;2022-09-29 10:00:04;2022-09-29 10:26:57;Rosa;11873
331;Evacuate blasting zone;2022-09-29 10:31:54;2022-09-29 10:54:59;Clara;10907
331;Execute blasting;2022-09-29 10:57:13;2022-09-29 11:08:22;Paco;14476
331;Review blasting results;2022-09-29 11:19:12;2022-09-29 11:43:19;Clara;8983
331;Generate blasting report;2022-09-29 11:51:45;2022-09-29 11:59:32;Paco;2322
332;Coordinate verification of polygon pits status;2022-09-29 12:07:39;2022-09-29 12:13:44;Clara;2266
332;Load pits with explosives;2022-09-29 12:35:01;2022-09-29 14:06:53;Hugo;45627
332;Design evacuation card;2022-09-29 14:09:59;2022-09-29 14:33:38;Rosa;10445
332;Evacuate blasting zone;2022-09-29 14:40:18;2022-09-29 15:06:10;Clara;12222
